sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95f10>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95bd0>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
HIDDEN_DIM=300
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=200
WORD2VEC=None

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/chaitanya/lstm-context-embeddings/runs/1469600026

2016-07-27T14:13:51.298475: step 1, loss 0.70131, acc 0.453125

Evaluation:
2016-07-27T15:39:32.845702: step 1800, loss 1.10879, acc 0.714

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-1800

2016-07-27T15:39:37.049798: step 1801, loss 0.0845974, acc 0.984375
2016-07-27T15:39:39.815069: step 1802, loss 0.0449127, acc 0.984375
2016-07-27T15:39:42.442170: step 1803, loss 0.154831, acc 0.921875
2016-07-27T15:39:44.883249: step 1804, loss 0.0410993, acc 0.984375
2016-07-27T15:39:47.405288: step 1805, loss 0.0960799, acc 0.9375
2016-07-27T15:39:51.013412: step 1806, loss 0.108293, acc 0.953125
2016-07-27T15:39:54.022269: step 1807, loss 0.147697, acc 0.921875
2016-07-27T15:39:56.823590: step 1808, loss 0.0500562, acc 0.984375
2016-07-27T15:39:59.249285: step 1809, loss 0.087247, acc 0.96875
2016-07-27T15:40:02.002925: step 1810, loss 0.11615, acc 0.953125
2016-07-27T15:40:04.655859: step 1811, loss 0.0679947, acc 0.984375
2016-07-27T15:40:07.122672: step 1812, loss 0.102432, acc 0.951613
2016-07-27T15:40:09.991075: step 1813, loss 0.0373703, acc 1
2016-07-27T15:40:12.657265: step 1814, loss 0.0818621, acc 0.984375
2016-07-27T15:40:15.121247: step 1815, loss 0.0910435, acc 0.96875
2016-07-27T15:40:17.980684: step 1816, loss 0.0506424, acc 0.984375
2016-07-27T15:40:20.675501: step 1817, loss 0.0988194, acc 0.953125
2016-07-27T15:40:23.346504: step 1818, loss 0.0872671, acc 0.96875
2016-07-27T15:40:26.138163: step 1819, loss 0.0728422, acc 0.96875
2016-07-27T15:40:28.571821: step 1820, loss 0.0875662, acc 0.96875
2016-07-27T15:40:31.300747: step 1821, loss 0.127145, acc 0.9375
2016-07-27T15:40:33.931158: step 1822, loss 0.0594511, acc 0.984375
2016-07-27T15:40:36.480166: step 1823, loss 0.0901726, acc 0.953125
2016-07-27T15:40:39.262550: step 1824, loss 0.0309911, acc 0.984375
2016-07-27T15:40:41.719973: step 1825, loss 0.0761888, acc 0.96875
2016-07-27T15:40:44.275579: step 1826, loss 0.0868053, acc 0.953125
2016-07-27T15:40:47.095034: step 1827, loss 0.046739, acc 0.984375
2016-07-27T15:40:49.819446: step 1828, loss 0.0659946, acc 0.96875
2016-07-27T15:40:52.366721: step 1829, loss 0.150632, acc 0.953125
2016-07-27T15:40:55.211329: step 1830, loss 0.0776593, acc 0.953125
2016-07-27T15:40:57.701421: step 1831, loss 0.051507, acc 1
2016-07-27T15:41:00.436117: step 1832, loss 0.0954376, acc 0.984375
2016-07-27T15:41:03.221772: step 1833, loss 0.0287358, acc 0.984375
2016-07-27T15:41:05.643840: step 1834, loss 0.0501565, acc 0.984375
2016-07-27T15:41:08.470848: step 1835, loss 0.0999503, acc 0.984375
2016-07-27T15:41:11.126636: step 1836, loss 0.0493266, acc 1
2016-07-27T15:41:13.926758: step 1837, loss 0.14245, acc 0.921875
2016-07-27T15:41:16.664182: step 1838, loss 0.0777115, acc 0.953125
2016-07-27T15:41:19.207761: step 1839, loss 0.0903989, acc 0.984375
2016-07-27T15:41:22.057989: step 1840, loss 0.040939, acc 1
2016-07-27T15:41:24.589268: step 1841, loss 0.0617949, acc 0.984375
2016-07-27T15:41:27.274895: step 1842, loss 0.0430861, acc 0.96875
2016-07-27T15:41:30.126328: step 1843, loss 0.0381984, acc 1
2016-07-27T15:41:32.597983: step 1844, loss 0.0523475, acc 0.984375
2016-07-27T15:41:35.428811: step 1845, loss 0.0721067, acc 0.984375
2016-07-27T15:41:38.043104: step 1846, loss 0.109966, acc 0.984375
2016-07-27T15:41:40.625493: step 1847, loss 0.148737, acc 0.921875
2016-07-27T15:41:43.467054: step 1848, loss 0.085633, acc 0.984375
2016-07-27T15:41:45.990077: step 1849, loss 0.213025, acc 0.96875
2016-07-27T15:41:48.882352: step 1850, loss 0.0421323, acc 0.984375
2016-07-27T15:41:51.626582: step 1851, loss 0.0936497, acc 0.96875
2016-07-27T15:41:54.131738: step 1852, loss 0.0798562, acc 0.9375
2016-07-27T15:41:56.964913: step 1853, loss 0.0589354, acc 0.953125
2016-07-27T15:41:59.577122: step 1854, loss 0.0209436, acc 1
2016-07-27T15:42:02.340534: step 1855, loss 0.0744352, acc 0.984375
2016-07-27T15:42:05.162366: step 1856, loss 0.0933016, acc 0.953125
2016-07-27T15:42:07.569065: step 1857, loss 0.061118, acc 0.96875
2016-07-27T15:42:10.376290: step 1858, loss 0.015445, acc 1
2016-07-27T15:42:13.000347: step 1859, loss 0.0617733, acc 1
2016-07-27T15:42:15.729810: step 1860, loss 0.0672368, acc 0.984375
2016-07-27T15:42:18.495408: step 1861, loss 0.0718425, acc 1
2016-07-27T15:42:20.972318: step 1862, loss 0.105848, acc 0.921875
2016-07-27T15:42:23.790259: step 1863, loss 0.158863, acc 0.96875
2016-07-27T15:42:26.409355: step 1864, loss 0.167647, acc 0.921875
2016-07-27T15:42:29.015294: step 1865, loss 0.103424, acc 0.953125
2016-07-27T15:42:31.841455: step 1866, loss 0.152252, acc 0.9375
2016-07-27T15:42:34.276483: step 1867, loss 0.094844, acc 0.984375
2016-07-27T15:42:37.182159: step 1868, loss 0.0669981, acc 0.984375
2016-07-27T15:42:39.937453: step 1869, loss 0.0240836, acc 1
2016-07-27T15:42:42.428263: step 1870, loss 0.0450197, acc 1
2016-07-27T15:42:45.248201: step 1871, loss 0.0569817, acc 1
2016-07-27T15:42:47.778953: step 1872, loss 0.155681, acc 0.90625
2016-07-27T15:42:50.557367: step 1873, loss 0.0541642, acc 0.96875
2016-07-27T15:42:53.321360: step 1874, loss 0.088926, acc 0.953125
2016-07-27T15:42:55.730599: step 1875, loss 0.0657103, acc 0.953125
2016-07-27T15:42:58.542894: step 1876, loss 0.132355, acc 0.953125
2016-07-27T15:43:01.172292: step 1877, loss 0.097492, acc 0.96875
2016-07-27T15:43:03.704907: step 1878, loss 0.0539489, acc 1
2016-07-27T15:43:06.486355: step 1879, loss 0.0604862, acc 1
2016-07-27T15:43:09.013803: step 1880, loss 0.05391, acc 0.984375
2016-07-27T15:43:11.642746: step 1881, loss 0.0734862, acc 0.984375
2016-07-27T15:43:14.510126: step 1882, loss 0.124365, acc 0.9375
2016-07-27T15:43:17.155544: step 1883, loss 0.0694065, acc 0.96875
2016-07-27T15:43:19.728675: step 1884, loss 0.0537975, acc 0.96875
2016-07-27T15:43:22.527008: step 1885, loss 0.0567106, acc 0.984375
2016-07-27T15:43:25.034402: step 1886, loss 0.0799682, acc 0.96875
2016-07-27T15:43:27.663978: step 1887, loss 0.0876753, acc 0.96875
2016-07-27T15:43:30.488075: step 1888, loss 0.116706, acc 0.953125
2016-07-27T15:43:33.164726: step 1889, loss 0.0905364, acc 0.984375
2016-07-27T15:43:35.846927: step 1890, loss 0.0562948, acc 0.96875
2016-07-27T15:43:38.645319: step 1891, loss 0.0837475, acc 0.953125
2016-07-27T15:43:41.110275: step 1892, loss 0.0730204, acc 0.984375
2016-07-27T15:43:43.701155: step 1893, loss 0.160566, acc 0.9375
2016-07-27T15:43:46.531957: step 1894, loss 0.0613146, acc 0.984375
2016-07-27T15:43:49.216747: step 1895, loss 0.106841, acc 0.96875
2016-07-27T15:43:51.943043: step 1896, loss 0.09537, acc 0.953125
2016-07-27T15:43:54.734220: step 1897, loss 0.136213, acc 0.9375
2016-07-27T15:43:57.165027: step 1898, loss 0.0532658, acc 1
2016-07-27T15:43:59.960693: step 1899, loss 0.100664, acc 0.953125
2016-07-27T15:44:02.610254: step 1900, loss 0.0653052, acc 0.984375

Evaluation:
2016-07-27T15:44:14.635773: step 1900, loss 1.43659, acc 0.699

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-1900

2016-07-27T15:44:18.491247: step 1901, loss 0.149276, acc 0.9375
2016-07-27T15:44:21.398844: step 1902, loss 0.0378621, acc 1
2016-07-27T15:44:24.074576: step 1903, loss 0.0932273, acc 0.953125
2016-07-27T15:44:26.594283: step 1904, loss 0.0621639, acc 1
2016-07-27T15:44:29.180952: step 1905, loss 0.0515372, acc 0.984375
2016-07-27T15:44:32.759858: step 1906, loss 0.0729984, acc 0.96875
2016-07-27T15:44:35.698915: step 1907, loss 0.051655, acc 0.984375
2016-07-27T15:44:38.511638: step 1908, loss 0.0322783, acc 0.984375
2016-07-27T15:44:40.918724: step 1909, loss 0.0636471, acc 0.984375
2016-07-27T15:44:43.679396: step 1910, loss 0.100969, acc 0.953125
2016-07-27T15:44:46.327077: step 1911, loss 0.0791732, acc 0.96875
2016-07-27T15:44:48.796693: step 1912, loss 0.0923276, acc 0.953125
2016-07-27T15:44:51.658923: step 1913, loss 0.0987236, acc 0.9375
2016-07-27T15:44:54.329045: step 1914, loss 0.145919, acc 0.921875
2016-07-27T15:44:56.788590: step 1915, loss 0.138946, acc 0.953125
2016-07-27T15:44:59.611063: step 1916, loss 0.102092, acc 0.96875
2016-07-27T15:45:02.298681: step 1917, loss 0.0569888, acc 0.96875
2016-07-27T15:45:04.833980: step 1918, loss 0.121574, acc 0.9375
2016-07-27T15:45:07.649714: step 1919, loss 0.0620046, acc 0.96875
2016-07-27T15:45:10.262990: step 1920, loss 0.0771904, acc 0.96875
2016-07-27T15:45:12.782321: step 1921, loss 0.162358, acc 0.90625
2016-07-27T15:45:15.601389: step 1922, loss 0.0786644, acc 0.96875
2016-07-27T15:45:18.300281: step 1923, loss 0.0769093, acc 0.953125
2016-07-27T15:45:20.829464: step 1924, loss 0.0599945, acc 0.984375
2016-07-27T15:45:23.635335: step 1925, loss 0.0964154, acc 0.96875
2016-07-27T15:45:26.312081: step 1926, loss 0.0926758, acc 0.984375
2016-07-27T15:45:28.773459: step 1927, loss 0.174652, acc 0.9375
2016-07-27T15:45:31.610189: step 1928, loss 0.0624962, acc 1
2016-07-27T15:45:34.134773: step 1929, loss 0.0782144, acc 0.9375
2016-07-27T15:45:36.807243: step 1930, loss 0.143377, acc 0.921875
2016-07-27T15:45:39.578498: step 1931, loss 0.150499, acc 0.953125
2016-07-27T15:45:42.032152: step 1932, loss 0.108958, acc 0.921875
2016-07-27T15:45:44.948718: step 1933, loss 0.105919, acc 0.96875
2016-07-27T15:45:47.620778: step 1934, loss 0.0430116, acc 0.96875
2016-07-27T15:45:50.149652: step 1935, loss 0.0803669, acc 0.96875
2016-07-27T15:45:52.967568: step 1936, loss 0.0780675, acc 0.953125
2016-07-27T15:45:55.523257: step 1937, loss 0.0879782, acc 0.953125
2016-07-27T15:45:58.407894: step 1938, loss 0.145397, acc 0.890625
2016-07-27T15:46:01.163850: step 1939, loss 0.0790751, acc 0.96875
2016-07-27T15:46:03.622268: step 1940, loss 0.0709002, acc 1
2016-07-27T15:46:06.375010: step 1941, loss 0.0689579, acc 0.96875
2016-07-27T15:46:08.965121: step 1942, loss 0.0725603, acc 0.984375
2016-07-27T15:46:11.751026: step 1943, loss 0.0418696, acc 0.96875
2016-07-27T15:46:14.587443: step 1944, loss 0.0382844, acc 1
2016-07-27T15:46:17.007114: step 1945, loss 0.110177, acc 0.953125
2016-07-27T15:46:19.820161: step 1946, loss 0.0817367, acc 0.984375
2016-07-27T15:46:22.473549: step 1947, loss 0.052069, acc 0.984375
2016-07-27T15:46:25.015666: step 1948, loss 0.0766921, acc 0.96875
2016-07-27T15:46:27.834928: step 1949, loss 0.128748, acc 0.9375
2016-07-27T15:46:30.293230: step 1950, loss 0.11926, acc 0.9375
2016-07-27T15:46:33.027446: step 1951, loss 0.0557094, acc 0.984375
2016-07-27T15:46:35.845406: step 1952, loss 0.222958, acc 0.921875
2016-07-27T15:46:38.235533: step 1953, loss 0.0805434, acc 0.984375
2016-07-27T15:46:41.046857: step 1954, loss 0.0549971, acc 0.984375
2016-07-27T15:46:43.735379: step 1955, loss 0.0951802, acc 0.953125
2016-07-27T15:46:46.242817: step 1956, loss 0.0456443, acc 0.984375
2016-07-27T15:46:48.744730: step 1957, loss 0.0519352, acc 0.984375
2016-07-27T15:46:51.547199: step 1958, loss 0.115744, acc 0.9375
2016-07-27T15:46:54.183537: step 1959, loss 0.0866015, acc 0.953125
2016-07-27T15:46:57.000951: step 1960, loss 0.150182, acc 0.9375
2016-07-27T15:46:59.603281: step 1961, loss 0.119875, acc 0.9375
2016-07-27T15:47:02.134025: step 1962, loss 0.060239, acc 0.984375
2016-07-27T15:47:04.774827: step 1963, loss 0.0803315, acc 0.967742
2016-07-27T15:47:08.345601: step 1964, loss 0.0536775, acc 0.984375
2016-07-27T15:47:11.288692: step 1965, loss 0.0861235, acc 0.953125
2016-07-27T15:47:14.110884: step 1966, loss 0.128861, acc 0.921875
2016-07-27T15:47:16.516992: step 1967, loss 0.0377226, acc 1
2016-07-27T15:47:19.286587: step 1968, loss 0.0965168, acc 0.9375
2016-07-27T15:47:21.911486: step 1969, loss 0.0893278, acc 0.953125
2016-07-27T15:47:24.466444: step 1970, loss 0.0744775, acc 0.96875
2016-07-27T15:47:27.276056: step 1971, loss 0.0484999, acc 1
2016-07-27T15:47:29.758931: step 1972, loss 0.0557023, acc 1
2016-07-27T15:47:32.529973: step 1973, loss 0.0820267, acc 0.96875
2016-07-27T15:47:35.273431: step 1974, loss 0.121096, acc 0.96875
2016-07-27T15:47:37.672612: step 1975, loss 0.0665712, acc 0.96875
2016-07-27T15:47:40.442258: step 1976, loss 0.0611129, acc 0.984375
2016-07-27T15:47:43.057875: step 1977, loss 0.0657848, acc 0.984375
2016-07-27T15:47:45.655114: step 1978, loss 0.0668627, acc 0.984375
2016-07-27T15:47:48.468853: step 1979, loss 0.043204, acc 0.984375
2016-07-27T15:47:50.943656: step 1980, loss 0.108975, acc 0.953125
2016-07-27T15:47:53.872600: step 1981, loss 0.0508395, acc 0.984375
2016-07-27T15:47:56.528023: step 1982, loss 0.0698916, acc 0.96875
2016-07-27T15:47:59.016870: step 1983, loss 0.0744425, acc 0.96875
2016-07-27T15:48:01.804281: step 1984, loss 0.0346746, acc 1
2016-07-27T15:48:04.419941: step 1985, loss 0.0946589, acc 0.953125
2016-07-27T15:48:06.982009: step 1986, loss 0.0877055, acc 0.9375
2016-07-27T15:48:09.769307: step 1987, loss 0.0705035, acc 0.984375
2016-07-27T15:48:12.527793: step 1988, loss 0.185866, acc 0.984375
2016-07-27T15:48:15.007927: step 1989, loss 0.0763584, acc 0.953125
2016-07-27T15:48:17.788546: step 1990, loss 0.0682707, acc 0.953125
2016-07-27T15:48:20.344292: step 1991, loss 0.121626, acc 0.90625
2016-07-27T15:48:22.924025: step 1992, loss 0.058064, acc 0.984375
2016-07-27T15:48:25.692576: step 1993, loss 0.0733883, acc 0.96875
2016-07-27T15:48:28.437326: step 1994, loss 0.0540407, acc 0.96875
2016-07-27T15:48:30.901594: step 1995, loss 0.065585, acc 0.96875
2016-07-27T15:48:33.737053: step 1996, loss 0.0926789, acc 0.953125
2016-07-27T15:48:36.324146: step 1997, loss 0.0330674, acc 1
2016-07-27T15:48:38.852049: step 1998, loss 0.134717, acc 0.9375
2016-07-27T15:48:41.632363: step 1999, loss 0.0630804, acc 0.984375
2016-07-27T15:48:44.281150: step 2000, loss 0.114205, acc 0.953125

Evaluation:
2016-07-27T15:48:56.254046: step 2000, loss 1.46167, acc 0.688

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-2000

2016-07-27T15:49:00.197925: step 2001, loss 0.0351127, acc 1
2016-07-27T15:49:03.122667: step 2002, loss 0.098926, acc 0.953125
2016-07-27T15:49:05.822734: step 2003, loss 0.0955397, acc 0.9375
2016-07-27T15:49:08.284796: step 2004, loss 0.0718982, acc 0.984375
2016-07-27T15:49:10.785837: step 2005, loss 0.0518319, acc 0.984375
2016-07-27T15:49:14.379040: step 2006, loss 0.0347903, acc 1
2016-07-27T15:49:17.389604: step 2007, loss 0.0493529, acc 1
2016-07-27T15:49:20.174364: step 2008, loss 0.0523359, acc 0.984375
2016-07-27T15:49:22.592485: step 2009, loss 0.0387955, acc 0.984375
2016-07-27T15:49:25.412131: step 2010, loss 0.0446844, acc 1
2016-07-27T15:49:28.090112: step 2011, loss 0.0763531, acc 0.953125
2016-07-27T15:49:30.557430: step 2012, loss 0.0874613, acc 0.953125
2016-07-27T15:49:33.454929: step 2013, loss 0.129357, acc 0.9375
2016-07-27T15:49:36.073954: step 2014, loss 0.0886541, acc 0.953125
2016-07-27T15:49:38.633489: step 2015, loss 0.0954118, acc 0.9375
2016-07-27T15:49:41.452621: step 2016, loss 0.0745506, acc 1
2016-07-27T15:49:43.953633: step 2017, loss 0.0341077, acc 1
2016-07-27T15:49:46.684601: step 2018, loss 0.140496, acc 0.9375
2016-07-27T15:49:49.404413: step 2019, loss 0.0680427, acc 0.984375
2016-07-27T15:49:51.805684: step 2020, loss 0.046685, acc 1
2016-07-27T15:49:54.630936: step 2021, loss 0.0398965, acc 0.984375
2016-07-27T15:49:57.267246: step 2022, loss 0.0373896, acc 1
2016-07-27T15:49:59.819701: step 2023, loss 0.0770983, acc 0.96875
2016-07-27T15:50:02.662795: step 2024, loss 0.0602867, acc 0.96875
2016-07-27T15:50:05.148807: step 2025, loss 0.0775651, acc 0.984375
2016-07-27T15:50:07.943991: step 2026, loss 0.0682683, acc 0.984375
2016-07-27T15:50:10.668998: step 2027, loss 0.0553331, acc 0.984375
2016-07-27T15:50:13.123424: step 2028, loss 0.0434973, acc 1
2016-07-27T15:50:15.958105: step 2029, loss 0.222508, acc 0.953125
2016-07-27T15:50:18.512483: step 2030, loss 0.096898, acc 0.953125
2016-07-27T15:50:21.293510: step 2031, loss 0.0543811, acc 0.96875
2016-07-27T15:50:24.117900: step 2032, loss 0.0819957, acc 0.96875
2016-07-27T15:50:26.556036: step 2033, loss 0.130202, acc 0.953125
2016-07-27T15:50:29.372641: step 2034, loss 0.117909, acc 0.9375
2016-07-27T15:50:32.074641: step 2035, loss 0.0355455, acc 1
2016-07-27T15:50:34.629579: step 2036, loss 0.0889638, acc 0.984375
2016-07-27T15:50:37.419851: step 2037, loss 0.145865, acc 0.96875
2016-07-27T15:50:39.911816: step 2038, loss 0.088167, acc 0.96875
2016-07-27T15:50:42.712579: step 2039, loss 0.0581108, acc 0.953125
2016-07-27T15:50:45.544851: step 2040, loss 0.0827622, acc 0.984375
2016-07-27T15:50:47.914171: step 2041, loss 0.121202, acc 0.953125
2016-07-27T15:50:50.782381: step 2042, loss 0.0614764, acc 0.96875
2016-07-27T15:50:53.449756: step 2043, loss 0.0810467, acc 0.953125
2016-07-27T15:50:56.320548: step 2044, loss 0.139604, acc 0.921875
2016-07-27T15:50:58.978481: step 2045, loss 0.0555808, acc 0.984375
2016-07-27T15:51:01.484132: step 2046, loss 0.0582111, acc 0.96875
2016-07-27T15:51:04.141330: step 2047, loss 0.102503, acc 0.953125
2016-07-27T15:51:07.716244: step 2048, loss 0.0789485, acc 0.953125
2016-07-27T15:51:10.679381: step 2049, loss 0.101905, acc 0.953125
2016-07-27T15:51:13.558556: step 2050, loss 0.117516, acc 0.953125
2016-07-27T15:51:15.956948: step 2051, loss 0.0933291, acc 0.953125
2016-07-27T15:51:18.674411: step 2052, loss 0.0971128, acc 0.96875
2016-07-27T15:51:21.537369: step 2053, loss 0.211985, acc 0.953125
2016-07-27T15:51:23.973561: step 2054, loss 0.098435, acc 0.984375
2016-07-27T15:51:26.836060: step 2055, loss 0.135079, acc 0.953125
2016-07-27T15:51:29.511993: step 2056, loss 0.148853, acc 0.90625
2016-07-27T15:51:32.130385: step 2057, loss 0.0801887, acc 0.953125
2016-07-27T15:51:34.999965: step 2058, loss 0.0495326, acc 0.984375
2016-07-27T15:51:37.540423: step 2059, loss 0.105502, acc 0.953125
2016-07-27T15:51:40.446863: step 2060, loss 0.0872514, acc 0.96875
2016-07-27T15:51:43.162537: step 2061, loss 0.149972, acc 0.921875
2016-07-27T15:51:45.667982: step 2062, loss 0.0628927, acc 1
2016-07-27T15:51:48.521003: step 2063, loss 0.0860118, acc 0.96875
2016-07-27T15:51:51.251427: step 2064, loss 0.0458287, acc 0.984375
2016-07-27T15:51:53.762781: step 2065, loss 0.11112, acc 0.96875
2016-07-27T15:51:56.671192: step 2066, loss 0.0887427, acc 0.96875
2016-07-27T15:51:59.360781: step 2067, loss 0.144423, acc 0.921875
2016-07-27T15:52:01.889179: step 2068, loss 0.266178, acc 0.84375
2016-07-27T15:52:04.760210: step 2069, loss 0.0767519, acc 0.984375
2016-07-27T15:52:07.364656: step 2070, loss 0.225221, acc 0.921875
2016-07-27T15:52:09.992214: step 2071, loss 0.0858175, acc 0.96875
2016-07-27T15:52:12.887048: step 2072, loss 0.122649, acc 0.9375
2016-07-27T15:52:15.581174: step 2073, loss 0.119169, acc 0.921875
2016-07-27T15:52:18.412091: step 2074, loss 0.0751888, acc 0.96875
2016-07-27T15:52:21.141410: step 2075, loss 0.0693492, acc 0.96875
2016-07-27T15:52:23.614564: step 2076, loss 0.0374671, acc 0.984375
2016-07-27T15:52:26.481490: step 2077, loss 0.123109, acc 0.953125
2016-07-27T15:52:29.094127: step 2078, loss 0.0457463, acc 1
2016-07-27T15:52:31.787740: step 2079, loss 0.168416, acc 0.9375
2016-07-27T15:52:34.627254: step 2080, loss 0.187038, acc 0.9375
2016-07-27T15:52:37.089865: step 2081, loss 0.0620129, acc 0.96875
2016-07-27T15:52:39.932641: step 2082, loss 0.134571, acc 0.953125
2016-07-27T15:52:42.569904: step 2083, loss 0.120786, acc 0.96875
2016-07-27T15:52:45.220284: step 2084, loss 0.134084, acc 0.953125
2016-07-27T15:52:48.063438: step 2085, loss 0.0692821, acc 0.96875
2016-07-27T15:52:50.601216: step 2086, loss 0.0643124, acc 0.984375
2016-07-27T15:52:53.543238: step 2087, loss 0.0589415, acc 0.984375
2016-07-27T15:52:56.291863: step 2088, loss 0.15159, acc 0.953125
2016-07-27T15:52:58.846781: step 2089, loss 0.0573959, acc 1
2016-07-27T15:53:01.670033: step 2090, loss 0.0369034, acc 0.984375
2016-07-27T15:53:04.222698: step 2091, loss 0.136152, acc 0.9375
2016-07-27T15:53:06.986567: step 2092, loss 0.0512059, acc 0.984375
2016-07-27T15:53:09.813495: step 2093, loss 0.0667688, acc 0.953125
2016-07-27T15:53:12.252523: step 2094, loss 0.0446815, acc 0.96875
2016-07-27T15:53:15.019408: step 2095, loss 0.0994518, acc 0.984375
2016-07-27T15:53:17.689849: step 2096, loss 0.158842, acc 0.921875
2016-07-27T15:53:20.271827: step 2097, loss 0.161227, acc 0.953125
2016-07-27T15:53:23.081350: step 2098, loss 0.0898485, acc 0.96875
2016-07-27T15:53:25.662393: step 2099, loss 0.0680047, acc 0.953125
2016-07-27T15:53:28.330004: step 2100, loss 0.158548, acc 0.921875

Evaluation:
2016-07-27T15:53:40.287029: step 2100, loss 1.20732, acc 0.691

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-2100

2016-07-27T15:53:44.277980: step 2101, loss 0.0614906, acc 0.96875
2016-07-27T15:53:47.852025: step 2102, loss 0.122386, acc 0.953125
2016-07-27T15:53:50.864703: step 2103, loss 0.0669172, acc 0.96875
2016-07-27T15:53:53.687684: step 2104, loss 0.138143, acc 0.921875
2016-07-27T15:53:56.149393: step 2105, loss 0.0767321, acc 0.96875
2016-07-27T15:53:58.974560: step 2106, loss 0.0901568, acc 0.96875
2016-07-27T15:54:01.609741: step 2107, loss 0.109097, acc 0.953125
2016-07-27T15:54:04.120502: step 2108, loss 0.040758, acc 0.984375
2016-07-27T15:54:06.975583: step 2109, loss 0.145691, acc 0.9375
2016-07-27T15:54:09.643869: step 2110, loss 0.058111, acc 0.984375
2016-07-27T15:54:12.187149: step 2111, loss 0.091467, acc 0.953125
2016-07-27T15:54:14.953784: step 2112, loss 0.138493, acc 0.9375
2016-07-27T15:54:17.504616: step 2113, loss 0.0666343, acc 0.984375
2016-07-27T15:54:20.097850: step 2114, loss 0.136765, acc 0.967742
2016-07-27T15:54:22.992418: step 2115, loss 0.050554, acc 0.984375
2016-07-27T15:54:25.693873: step 2116, loss 0.120509, acc 0.953125
2016-07-27T15:54:28.245367: step 2117, loss 0.116592, acc 0.9375
2016-07-27T15:54:31.058917: step 2118, loss 0.120668, acc 0.953125
2016-07-27T15:54:33.632784: step 2119, loss 0.0932002, acc 0.953125
2016-07-27T15:54:36.270751: step 2120, loss 0.0651475, acc 0.953125
2016-07-27T15:54:39.138543: step 2121, loss 0.0718516, acc 0.984375
2016-07-27T15:54:41.783185: step 2122, loss 0.0925997, acc 0.953125
2016-07-27T15:54:44.307373: step 2123, loss 0.0873865, acc 0.96875
2016-07-27T15:54:47.181984: step 2124, loss 0.103595, acc 0.9375
2016-07-27T15:54:50.036312: step 2125, loss 0.0815282, acc 0.96875
2016-07-27T15:54:52.561582: step 2126, loss 0.100618, acc 0.953125
2016-07-27T15:54:55.391117: step 2127, loss 0.101624, acc 0.953125
2016-07-27T15:54:58.076779: step 2128, loss 0.110389, acc 0.953125
2016-07-27T15:55:00.919269: step 2129, loss 0.131176, acc 0.90625
2016-07-27T15:55:03.626498: step 2130, loss 0.0446356, acc 1
2016-07-27T15:55:06.181214: step 2131, loss 0.0754263, acc 1
2016-07-27T15:55:09.019641: step 2132, loss 0.0737742, acc 0.984375
2016-07-27T15:55:11.593481: step 2133, loss 0.115406, acc 0.9375
2016-07-27T15:55:14.231660: step 2134, loss 0.052942, acc 1
2016-07-27T15:55:17.164586: step 2135, loss 0.0549506, acc 0.984375
2016-07-27T15:55:19.841146: step 2136, loss 0.0920853, acc 0.96875
2016-07-27T15:55:22.407520: step 2137, loss 0.145067, acc 0.9375
2016-07-27T15:55:25.212625: step 2138, loss 0.070915, acc 0.96875
2016-07-27T15:55:27.796613: step 2139, loss 0.126819, acc 0.9375
2016-07-27T15:55:30.481609: step 2140, loss 0.0976119, acc 0.953125
2016-07-27T15:55:33.342633: step 2141, loss 0.0430757, acc 1
2016-07-27T15:55:35.961594: step 2142, loss 0.0808025, acc 0.96875
2016-07-27T15:55:38.605633: step 2143, loss 0.148908, acc 0.9375
2016-07-27T15:55:41.460654: step 2144, loss 0.0642737, acc 0.984375
2016-07-27T15:55:43.991019: step 2145, loss 0.0482183, acc 0.984375
2016-07-27T15:55:46.936129: step 2146, loss 0.0617248, acc 1
2016-07-27T15:55:49.668850: step 2147, loss 0.120029, acc 0.953125
2016-07-27T15:55:52.160589: step 2148, loss 0.0467174, acc 0.984375
2016-07-27T15:55:54.972678: step 2149, loss 0.0506302, acc 0.984375
